PitcherThrows,RelSpeed,SpinRate,RelHeight,ZoneSpeed,ZoneTime,Extension,VertRelAngle,HorzRelAngle,SpinAxis,RelSide,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,VertApprAngle,HorzApprAngle,TaggedPitchNum
1704,Right,69.91454,2351.262156,5.96383,63.83739,0.552623,5.42913,2.712518,-0.91518,52.51103,0.73065,-70.6722,-11.71796,-17.89442,2.61712,-1.61774,-10.133592,-4.102539,4
1705,Right,71.04004,2375.859053,6.01302,65.50317,0.542023,5.28534,2.560115,0.563721,40.289305,0.74837,-70.19161,-13.47733,-12.91446,2.56954,0.20156,-10.129374,-1.733598,4
1713,Right,82.30185,1549.903104,5.96316,74.98527,0.464773,5.87871,-2.043754,-2.841841,196.333578,1.99024,-29.85907,11.84115,3.04992,1.57371,-0.397,-7.598572,-2.295037,0
1714,Right,69.58644,1866.085451,5.64027,63.04162,0.556187,5.46984,3.015342,-2.653727,71.955711,2.08179,-60.14964,-0.4326,-7.80193,3.45533,-1.05361,-8.008234,-4.039342,1
1715,Right,71.99681,2000.692504,5.72039,65.69781,0.533749,5.59274,2.794037,-1.631061,46.979097,1.99703,-59.33578,-4.33981,-6.59489,3.38766,-0.07588,-8.068158,-2.807398,4
1716,Right,82.29234,1791.511083,5.94579,74.83946,0.462236,6.22836,-2.30589,-3.547893,208.307023,2.00203,-26.47978,14.76646,7.17713,1.60648,-0.67737,-7.292405,-2.254285,0
1717,Right,83.64833,1742.407803,5.82212,74.98074,0.46189,5.8357,-2.364642,-4.68858,218.636164,1.96009,-26.01584,15.16879,10.82595,1.44767,-1.50533,-7.264977,-2.756044,0
1718,Right,82.59024,1695.071772,5.79461,75.14991,0.461185,6.02902,-0.86514,-2.573069,213.966646,2.06945,-28.89009,12.16883,7.26028,2.58504,0.29,-6.278261,-1.26768,0
1719,Right,78.5023,1524.903253,5.56204,71.26978,0.481854,6.42462,0.500391,-3.112146,233.68724,2.24158,-32.55344,12.26835,14.61572,3.3099,0.59613,-5.650158,-0.466643,2
1720,Right,78.26769,1462.822862,5.52013,71.28935,0.486938,6.2211,-2.215984,-5.071773,247.878189,2.33763,-36.33561,9.43689,19.22147,0.43835,-0.75271,-8.982487,-1.61181,2
1721,Right,78.78872,1628.416047,5.33776,72.22463,0.480981,6.22401,-0.773323,-4.231568,254.230091,2.27499,-38.55498,6.10445,16.49332,1.40932,-0.26206,-7.93506,-1.259024,2
1722,Right,85.02491,1801.014873,6.13949,77.72053,0.44691,6.10393,-2.36191,-3.425248,212.04129,2.03536,-23.28367,15.27284,8.76434,2.0098,-0.40564,-6.7411,-1.849034,0
1743,Right,73.07149,2046.844819,5.66243,67.11149,0.525195,5.76062,0.552042,-3.97657,32.596723,2.35368,-60.77767,-7.53024,-5.93882,1.1127,-1.84844,-10.515273,-5.037779,1
1744,Right,72.89397,2086.804091,5.60899,67.0445,0.526965,5.69557,0.132142,-3.171167,37.001215,2.25064,-62.95192,-9.34501,-8.38268,0.48634,-1.40615,-11.299624,-4.671296,1
1745,Right,78.01465,1749.102387,5.63422,70.31254,0.489192,6.13112,1.119586,-2.687142,247.31126,2.00286,-35.10155,11.09568,22.54879,3.7452,1.39638,-5.487952,1.374396,2
1746,Right,84.82751,1811.315403,6.11024,76.83974,0.451184,5.90623,-2.062017,-3.221684,200.68871,2.03014,-18.90706,20.3904,7.17544,2.61678,-0.36551,-5.673079,-1.936453,0
1747,Right,72.80988,2006.684926,5.54076,66.11591,0.52759,5.64135,5.23342,0.550106,42.626018,2.28027,-58.372,-4.63796,-5.85807,5.57226,2.30528,-5.473861,-0.493853,2
1748,Right,84.31572,1741.410524,5.87766,77.26791,0.449899,6.0797,-1.858957,-2.524878,197.317706,2.11478,-24.22257,14.85139,4.24225,2.13693,0.13078,-6.405294,-1.761479,0
1749,Right,72.90063,1896.456647,5.62213,66.54045,0.523906,5.85483,3.523149,-1.028932,52.973108,2.27662,-57.43861,-4.45236,-8.15248,4.11368,0.64114,-7.047582,-2.489659,1
1750,Right,83.76732,1731.624728,6.03879,76.02558,0.45761,5.84236,-2.34319,-2.243561,205.667575,2.05663,-27.6649,12.75993,5.44067,1.55287,0.42393,-7.506667,-1.267927,0
1751,Right,83.91179,1772.600691,5.83193,76.69696,0.452223,6.11182,-1.257185,-2.812453,200.240097,2.05838,-25.1832,14.29548,4.79933,2.5693,-0.14427,-5.991022,-1.948748,0
1752,Right,70.1181,1886.65257,5.80008,64.35539,0.548696,5.68796,0.317017,-3.775119,45.129623,2.06722,-62.50807,-4.38862,-6.39441,0.88719,-1.98929,-11.060761,-4.917007,1
1753,Right,78.27546,1633.985836,5.56657,71.00725,0.48611,6.27048,-1.034929,-4.094093,243.994928,2.04218,-35.35026,10.2667,17.70143,1.6641,-0.26336,-7.660974,-0.900605,2
1754,Right,78.46375,1900.675772,5.60335,70.6362,0.48645,6.19317,0.811056,-3.576309,241.08681,2.15532,-35.01214,10.66863,16.28107,3.43597,0.20607,-5.782043,-0.644165,2
1755,Right,79.01167,2025.049983,5.55488,70.25117,0.485988,6.14183,1.321084,-2.990724,235.948551,2.24423,-30.19226,15.40182,20.10194,4.26157,1.15311,-4.438326,0.627942,2
1756,Right,85.20654,1959.853314,6.22923,76.65701,0.449518,6.04923,-1.668801,-3.496715,220.784493,1.95259,-22.47966,16.5282,12.99764,2.80775,-0.20531,-5.94683,-1.161875,0
1757,Right,73.56271,2001.920539,5.52663,66.92953,0.52604,5.89084,-0.575113,-5.004102,42.79671,2.55585,-65.64854,-12.22973,-13.17182,-0.48012,-3.19993,-12.491954,-7.359854,4
1758,Right,72.77721,2015.981266,5.68495,66.05492,0.53009,5.65664,1.688987,-2.573384,49.848727,2.21708,-60.5983,-6.35363,-9.83327,2.21226,-1.00386,-9.402273,-4.329318,1
1759,Right,77.72382,1803.071451,5.40549,70.70917,0.490214,6.22231,-0.812235,-6.187039,247.267483,2.26423,-36.27392,10.1165,20.29403,1.62876,-1.77573,-7.584954,-2.548569,2
1760,Right,76.80336,1642.352405,5.52587,69.61974,0.494387,6.34635,0.847982,-4.426456,253.179081,2.3654,-39.80695,7.3767,18.94859,2.99162,-0.13843,-6.612783,-1.007827,2
1761,Right,84.25813,2012.447217,5.83962,76.0988,0.453885,6.00762,-1.754041,-3.057253,205.502342,2.31754,-20.10922,19.66021,8.69146,2.53598,0.20672,-5.599454,-1.496886,0
1762,Right,78.05768,1477.326979,5.53977,72.30963,0.481742,6.32966,-0.365288,-4.325591,245.634446,2.33862,-37.45026,7.35056,13.39367,2.08158,-0.53598,-7.317921,-1.909051,2
1763,Right,83.00382,2197.553583,4.30775,75.60014,0.461176,5.71469,1.404413,-3.569118,244.993925,2.35936,-35.42352,5.63382,9.22875,2.6669,-0.20077,-5.14583,-1.923024,0
1764,Right,82.32467,2219.106193,4.35923,75.35572,0.465721,5.46919,1.477837,-3.471663,236.720862,2.00641,-33.27014,8.60036,11.15036,2.9726,-0.31734,-4.653837,-1.491838,0
1776,Right,87.844,2159.708322,6.17872,79.89768,0.429459,6.52182,-2.833098,-0.519267,190.007083,0.20265,-15.20772,20.39643,3.38453,2.30987,0.00826,-5.784482,0.095563,0
1777,Right,89.05177,2119.671891,6.10133,80.22162,0.42468,6.70096,-3.000613,-0.099577,207.584215,0.18527,-19.20166,15.61442,7.47658,1.75505,0.71726,-6.697238,1.264044,0
1778,Right,77.44321,2386.585269,5.9274,70.16093,0.493133,6.04614,1.210189,0.861441,73.858738,0.91085,-48.54735,-1.60276,-11.28501,3.00246,0.76801,-7.786937,-1.172424,1
1779,Right,89.53383,2252.893506,6.16204,81.18549,0.419944,6.79105,-2.748522,-0.656799,186.035404,0.11433,-17.15091,16.89304,1.65984,2.2219,-0.34689,-6.06523,-0.35365,0
1780,Right,88.78472,2218.133287,6.15644,79.9373,0.424838,6.81105,-2.409767,-2.318416,211.668345,0.23676,-17.51493,17.32706,9.88878,2.49501,-1.05573,-5.816964,-0.513594,0
1781,Right,88.99122,2188.768392,6.13237,80.04449,0.425855,6.6427,-3.021836,-1.767947,222.984405,-0.02682,-19.80576,15.20335,12.92969,1.7119,-0.56819,-6.82955,0.586709,0
1782,Right,89.03336,2038.432993,6.0929,79.56008,0.42357,7.0103,-2.033783,-2.066505,213.820241,-0.02935,-19.53548,15.09883,9.2004,2.61435,-1.14183,-5.839034,-0.380257,0
1783,Right,88.18055,1998.68019,6.11204,78.79297,0.428029,6.96323,-1.917385,-1.588811,223.42309,0.2311,-20.8032,14.56426,12.46138,2.63272,-0.17629,-5.955926,0.694359,0
1784,Right,87.56341,2139.422259,6.07571,78.64168,0.432871,6.54164,-0.361346,0.571403,215.141003,0.60554,-20.85753,15.31465,9.83882,4.00616,1.94951,-4.379808,2.358791,0
1785,Right,88.9928,2117.61556,6.14588,79.85357,0.427234,6.47897,-2.445536,-0.113732,221.118589,0.24574,-16.86591,18.37029,14.85946,2.49346,1.37959,-5.719764,2.583535,0
1786,Right,68.71331,2176.932903,6.19626,61.04582,0.55879,6.43095,5.730879,3.382499,39.21628,0.34203,-75.2748,-14.99729,-14.22296,5.21729,2.26915,-8.280439,0.814092,4
1787,Right,89.29304,2149.86661,6.06668,80.44968,0.421854,6.88704,-3.065986,-1.99712,206.066683,-0.04043,-15.63147,18.72281,8.53327,1.96625,-1.14966,-6.126754,-0.437047,0
1788,Right,90.2812,2058.610014,6.06433,81.95568,0.419935,6.43295,-4.189919,-1.538077,202.159326,0.32832,-15.77536,18.26718,6.94804,0.89078,-0.50656,-7.222754,-0.278112,0
1789,Right,80.59455,1192.761736,5.90171,72.84143,0.472341,6.36845,-3.371957,-0.77994,191.174355,0.75937,-25.20167,17.86761,3.20831,0.69496,0.30902,-8.15775,-0.198309,2
1790,Right,88.03858,2065.15363,6.07642,79.70266,0.426454,6.82411,-0.366984,-1.636688,216.230773,0.19765,-22.28765,12.82001,8.50599,3.88421,-0.58692,-4.644846,-0.083136,0
1791,Right,88.75323,2252.837494,5.92195,80.6235,0.423556,6.88852,-4.431576,-1.434011,196.065978,0.38687,-16.12564,18.50643,4.97571,0.53128,-0.50526,-7.553088,-0.52378,0
1792,Right,89.78426,2241.258521,5.96638,81.49165,0.419556,6.67832,-2.881825,-1.622893,197.278311,0.4666,-16.34245,17.63871,5.1189,1.96508,-0.59176,-6.042169,-0.690529,0
1793,Right,88.23213,2122.931978,5.95469,80.3718,0.426584,6.72195,-3.84632,-1.096878,211.743166,0.44619,-19.06273,16.06631,9.19024,0.8447,0.20939,-7.489974,0.579979,0
1794,Right,89.42457,2170.86128,6.01174,81.75402,0.421216,6.57948,-3.880693,-1.786352,194.138068,0.09708,-17.04639,17.20418,4.04756,1.02747,-1.2033,-7.139306,-1.05049,0
1795,Right,90.34468,2174.856026,5.96687,82.42745,0.417865,6.53179,-4.116563,-2.466781,192.842068,0.12982,-14.77032,18.93741,4.05776,0.94984,-1.79623,-6.962196,-1.730498,0
1796,Right,89.47917,2257.712799,6.01409,81.71669,0.417873,6.84858,-1.711026,-1.429568,207.697599,0.48149,-19.49316,14.21587,6.89107,2.82864,-0.24798,-5.448364,-0.169953,0
1807,Right,88.25822,1988.659342,6.06135,79.45567,0.429356,6.67424,-3.18344,-1.280656,238.430904,0.15907,-23.36163,12.22548,17.69068,1.19854,0.46152,-7.631804,1.945816,0
1808,Right,88.08263,2121.729834,6.06726,80.52371,0.425717,6.62304,-0.901658,-0.925744,195.62964,0.1871,-18.77615,16.21028,4.22666,3.67674,-0.30847,-4.502544,-0.15655,0
1809,Right,88.04757,2172.841299,6.01539,80.14947,0.427227,6.69741,-2.624698,-0.716011,223.604124,0.41967,-21.61529,13.61981,11.82709,1.81218,0.75049,-6.74145,1.441216,0
1810,Right,88.13665,2130.880958,6.04325,81.05234,0.422041,6.95356,-2.017998,-1.284865,224.748134,0.27066,-19.66722,14.71753,13.55418,2.56683,0.23082,-5.781234,1.198388,0
1811,Right,88.84397,2145.258825,6.08772,80.03802,0.423824,6.80471,-1.444729,-0.782207,190.747977,0.12887,-16.24028,18.43564,3.26043,3.41558,-0.31327,-4.623182,-0.186786,0
1812,Right,74.48015,2329.426259,5.9033,67.64751,0.513512,5.97752,0.686266,-0.894905,94.364695,0.70194,-47.88475,3.02,-16.05619,2.54917,-1.46571,-8.183385,-3.7832,1
1813,Right,77.59412,2358.794373,5.87625,70.77258,0.491325,6.02866,0.777226,-1.004081,69.734226,0.97515,-49.79156,-3.19067,-12.89587,2.44689,-1.02947,-8.408254,-3.327193,1
1814,Right,89.12327,2179.680758,6.03806,80.57754,0.423347,6.78181,-3.270572,-1.421093,237.279996,0.34323,-22.28001,12.31796,17.19891,1.19137,0.47884,-7.517442,1.721728,0
1815,Right,89.01428,2188.513024,5.951,80.25868,0.424686,6.70703,-2.685927,-1.382186,234.827123,0.47689,-22.47194,12.34516,15.68099,1.62022,0.51973,-6.97573,1.478669,0
1816,Right,89.56847,2139.023205,5.9856,80.82851,0.421219,6.81218,-3.040632,-2.068597,234.377318,0.34425,-21.75997,12.49099,15.6621,1.39354,-0.23882,-7.202519,0.793491,0
1817,Right,88.61472,2103.076887,5.98555,79.3962,0.426444,6.88385,-2.49122,-2.347587,225.327897,0.27675,-21.66367,13.44241,12.21099,1.90699,-0.8459,-6.667557,-0.11457,0
1818,Right,77.95146,2392.791453,5.90584,69.89705,0.493592,6.03947,-0.98656,-0.592677,102.317525,0.92071,-41.79144,5.24067,-15.39958,1.50962,-0.91137,-8.770126,-3.368948,1
1819,Right,78.54197,2386.221554,5.86879,70.4168,0.487802,6.14895,1.118069,-0.874251,94.325645,1.00641,-43.22183,2.71331,-12.57894,3.30031,-0.84969,-6.960495,-3.143149,1
1820,Right,89.15124,2180.581129,6.01269,81.18733,0.419316,7.03133,-3.484439,-2.337616,203.040578,0.10909,-14.67776,19.2645,7.70237,1.61707,-1.37416,-6.352418,-0.926201,0
1821,Right,74.39913,2443.046116,5.84325,67.10369,0.514505,6.13224,1.515818,0.686301,76.537936,0.7249,-55.21373,-4.11189,-25.15745,2.64358,-0.73719,-8.725557,-3.856382,1
1822,Right,87.48732,2225.958665,5.52313,79.0957,0.435118,6.15037,-1.282159,-2.494551,212.489244,2.0732,-16.9804,19.5682,11.64131,2.9221,0.73697,-4.559319,-0.397334,0
1823,Right,88.0205,2177.927124,5.51536,80.065,0.432452,6.0252,-0.998314,-3.624988,212.828036,2.18887,-18.45438,17.64773,10.61312,3.05096,-0.28846,-4.51509,-1.720836,0
1824,Right,72.97243,2428.434384,5.47487,66.56406,0.523239,6.02459,1.854375,-1.674947,78.337452,2.01868,-55.41897,-2.56736,-21.04233,2.57541,-1.28656,-8.370769,-5.457497,4
1825,Right,77.80455,2613.608335,5.40137,71.68961,0.49137,5.89893,-1.354792,-4.115234,78.313276,2.13194,-47.22487,-0.61535,-10.17241,0.20476,-2.54273,-9.966403,-5.935876,1
1826,Right,75.24455,2528.704906,5.39347,68.41889,0.512173,5.53944,1.824029,0.3141,67.636921,2.19953,-57.33531,-6.69571,-20.53477,2.32092,0.78187,-8.6574,-3.352627,4
1827,Right,88.57078,2228.786471,5.4091,79.64452,0.428952,6.40266,-1.336304,-2.650919,213.481267,2.24266,-16.58395,18.93623,11.65808,2.79675,0.77474,-4.562587,-0.540931,0
1828,Right,70.61351,2491.35843,5.32821,63.01677,0.55026,5.58594,4.436375,1.393054,68.638287,2.26048,-65.12338,-6.67217,-22.89678,4.05355,1.65353,-7.553245,-2.6879,4
1829,Right,88.11648,2236.588567,5.55446,79.54441,0.432785,6.1569,-1.353776,-2.822891,207.37722,2.3044,-22.10092,14.05682,6.60528,2.46028,0.2448,-5.548777,-1.633123,0
1830,Right,80.4033,1928.326685,5.71561,72.89854,0.47812,5.63553,-0.896049,-3.135399,235.002806,2.81628,-29.21852,14.91127,19.07733,2.44345,1.47796,-6.355425,0.268596,0
1831,Right,81.9204,2016.907315,5.76381,73.47817,0.473396,5.43991,-0.333441,-4.362989,220.663221,2.75159,-23.48383,19.77804,15.58725,3.49369,-0.04274,-4.779888,-1.600398,0
1832,Right,74.57063,1908.621969,5.56628,66.41934,0.522538,5.34528,1.070276,-2.222089,233.315657,3.12538,-34.56793,18.14206,21.52328,3.69042,2.83359,-5.423593,1.598397,0
1833,Right,66.90301,1854.166337,5.46285,60.16068,0.586459,5.02853,3.233947,-2.069626,87.528787,2.95828,-64.77007,1.62441,-21.0071,3.12196,-0.74594,-8.576659,-5.769122,1
1834,Right,82.04544,1991.714496,5.64807,73.27886,0.46993,5.84593,0.109495,-4.500556,213.380438,2.61638,-20.20131,22.42946,13.69619,4.0667,-0.43316,-3.79138,-2.056422,0
1835,Right,82.14704,2064.89177,5.75564,73.09001,0.473761,5.44468,-1.098036,-3.462872,216.294383,2.68025,-20.01631,23.31241,15.8293,3.05754,0.75318,-4.951515,-0.652111,0
1836,Right,82.27362,1964.070493,5.69311,73.50941,0.471866,5.60678,-1.577864,-5.461374,215.804169,2.85086,-21.42576,21.55706,14.31847,2.42768,-1.06936,-5.671408,-2.922783,0
1837,Right,82.47578,1923.937969,5.77951,73.42636,0.471233,5.56739,-0.456902,-5.137527,231.059194,2.58072,-25.05643,17.81119,19.90485,3.26294,-0.57262,-5.207632,-1.605899,0
1838,Right,82.45907,2000.218551,5.61691,73.05535,0.471403,5.6685,-1.28888,-3.442948,230.787647,2.71998,-25.16954,17.72903,19.49812,2.31535,1.13084,-6.081415,0.036343,0
1839,Right,87.99702,2201.449804,5.49765,79.48798,0.432183,6.20566,-0.563934,-1.172737,230.280969,2.24156,-21.08151,14.9758,16.49544,3.22023,2.53359,-4.584412,1.805785,0
1840,Right,86.9049,2155.74772,5.6095,78.67689,0.437444,6.24006,-1.648279,-1.350938,235.516497,2.14781,-23.27493,13.66552,17.99017,2.14871,2.40065,-6.058062,1.901074,0
1841,Right,87.81839,2235.470228,5.52026,79.02029,0.433848,6.25647,-0.173054,-3.324277,244.248258,2.0551,-26.39529,9.94032,17.85174,3.16081,0.47394,-5.164459,-0.103058,0
1842,Right,88.5794,2259.928113,5.47524,79.66789,0.430722,6.20261,-0.940463,-3.378436,217.770862,2.07354,-19.94682,15.86702,11.27422,2.94332,-0.10903,-4.760778,-1.347653,0
1843,Right,71.29696,2553.655018,5.39843,64.17481,0.544813,5.50799,2.984849,-1.477929,61.256185,2.10555,-66.2261,-8.92638,-20.22855,2.67441,-0.96259,-9.133137,-5.079956,4
1844,Right,68.36724,2526.326609,5.3894,60.98918,0.569198,5.63655,4.00898,-0.090513,50.383222,2.31094,-74.035,-11.49119,-16.95741,2.96605,0.81339,-9.600815,-3.120368,4
1845,Right,75.06381,2561.942104,5.30334,67.71992,0.51361,5.68295,1.732955,-1.351044,100.048799,2.3041,-46.22754,4.6967,-16.07288,3.06732,-0.29488,-6.823848,-4.221712,1
1846,Right,76.29011,2560.144685,5.42656,68.86946,0.507339,5.52608,0.443702,-1.877724,101.80401,2.21974,-44.54266,5.14555,-15.82997,2.12971,-0.85547,-7.762883,-4.69726,1
1847,Right,76.38153,2552.388087,5.30116,69.34726,0.504764,5.47567,1.072107,-0.273114,100.569149,2.21076,-44.81522,4.36992,-14.28855,2.5699,0.76448,-7.172482,-2.81918,1
1848,Right,88.38389,2165.767412,5.46444,80.56673,0.427833,6.28177,-1.030214,-1.503572,216.060103,2.13265,-20.97194,14.36304,9.61851,2.76683,1.54808,-5.010749,0.235483,0
1849,Right,76.83465,2587.791183,5.41326,70.28192,0.503001,5.3822,0.129006,-2.524824,80.598904,2.19287,-50.45459,-1.61252,-19.59792,1.32976,-1.80852,-9.037284,-6.004725,1
1850,Right,87.43852,2228.87789,5.45189,79.44194,0.434727,6.13152,-0.478182,-3.198581,194.786537,2.14981,-21.0067,15.47635,3.76382,3.25865,-0.49604,-4.465449,-2.52176,0
1851,Right,74.45554,2607.650539,5.19389,67.81119,0.517691,5.57683,0.773343,-1.929823,89.342207,2.24004,-50.18991,1.54685,-20.66659,1.73414,-1.28527,-8.424114,-5.613735,1
1852,Right,76.73312,2612.721844,5.42727,70.0825,0.501734,5.50326,0.903275,-1.819401,86.295599,2.12151,-48.13766,0.45882,-17.78343,2.26109,-1.06263,-7.900316,-4.985886,1
1853,Right,81.67987,1921.682258,5.73084,73.95377,0.472914,5.45551,-0.22273,-5.235083,232.618519,2.61132,-27.70651,15.46741,18.26721,3.2126,-0.78061,-5.390652,-2.001795,0
1854,Right,79.53844,1858.838807,5.72591,71.41147,0.488026,5.37278,0.458986,-4.73667,225.854977,2.86467,-27.2784,18.69895,17.50336,3.88451,-0.12766,-4.668485,-1.640968,0
1855,Right,79.31898,1832.644764,5.76258,70.94904,0.489774,5.42731,-1.19279,-2.998757,222.935586,2.97004,-25.17454,21.13261,17.95906,2.54586,1.65547,-5.963389,0.192701,0
1856,Right,80.87859,1904.474834,5.78791,72.31462,0.480492,5.50123,-1.344951,-4.560894,237.569077,2.7445,-28.7599,15.80871,22.07934,2.1291,0.30964,-6.742886,-0.639511,0
1857,Right,81.29637,1963.876285,5.63905,73.73946,0.472185,5.72327,-1.294423,-3.993278,221.456153,2.99839,-24.65883,18.38202,14.9069,2.37535,0.51518,-5.939539,-1.334278,0
1858,Right,73.91357,1869.340593,5.49783,67.95645,0.51862,5.46099,0.425591,-4.278226,226.726637,3.00345,-36.52238,15.40017,14.66702,2.85377,0.21384,-6.311924,-1.676832,2
1859,Right,66.96579,1853.254459,5.42959,61.62133,0.574675,5.45424,2.181259,-2.521014,73.331122,2.94705,-64.86185,-1.10862,-10.49012,2.06931,-0.28861,-9.62536,-4.385766,1
1860,Right,82.38251,1914.826584,5.69791,74.85481,0.46589,5.69896,-1.455705,-4.330351,215.012162,2.72901,-22.52497,19.37596,12.56497,2.46016,-0.26682,-5.706055,-2.092389,0
1861,Right,82.96936,2039.610439,5.7055,74.5951,0.467114,5.59821,-1.11325,-6.751924,237.051694,2.52871,-26.7997,15.32178,21.18769,2.42547,-2.0386,-6.135878,-3.007018,0
1862,Right,66.97501,2049.983782,5.41391,61.41851,0.584973,4.88682,0.4223,-2.616688,70.296169,2.97831,-71.74421,-5.68555,-22.44131,-0.16485,-1.36896,-12.420675,-6.572329,4
1863,Right,67.72055,1870.716395,5.33092,62.00363,0.565712,5.73493,3.331338,-1.386945,79.265249,2.8816,-63.11594,-1.33591,-17.4867,3.17786,0.13258,-8.255523,-4.511117,1
1864,Right,83.48161,2014.087071,5.7347,76.00422,0.460595,5.58218,-0.87497,-5.567793,227.653764,2.5494,-24.33112,16.6228,16.73875,2.88606,-1.2718,-5.426156,-2.601241,0
1865,Right,82.43068,1933.870633,5.69998,74.90661,0.465978,5.58072,-0.69626,-3.01829,236.210819,2.72186,-26.95675,14.96013,20.22155,2.80241,1.58558,-5.732702,0.586287,0
1866,Right,83.30526,1972.821975,5.76533,76.17247,0.462509,5.54373,-3.083038,-6.161015,226.628428,2.67432,-23.82871,17.46635,17.02257,0.87881,-1.68721,-7.517889,-3.149977,0
1867,Right,82.58291,1932.207059,5.61546,74.50766,0.465549,5.65213,1.028687,-3.432714,219.103877,2.81951,-21.14222,20.69741,15.64202,4.81485,0.91761,-3.000013,-0.645375,0
1868,Right,82.73329,2011.952707,5.64402,74.44848,0.46626,5.63595,0.13764,-4.649726,230.514408,2.71189,-25.68383,16.28375,17.90521,3.63254,-0.14349,-4.700531,-1.465875,0
1869,Right,82.44286,1870.352211,5.65354,74.81201,0.465354,5.7223,-0.696994,-4.113674,223.294206,2.41494,-25.49824,16.30643,14.00776,2.87778,-0.25597,-5.485789,-1.616066,0
1870,Right,82.03002,1949.480012,5.62271,74.37912,0.469603,5.62052,-1.678926,-5.033832,220.471042,2.84291,-24.18139,18.39013,14.40741,2.03428,-0.66623,-6.22259,-2.475061,0
1871,Right,67.78914,1887.411743,5.47441,61.61087,0.573009,5.1956,3.889299,1.19886,64.450471,3.00981,-72.32886,-8.94473,-23.3121,3.11182,2.19498,-9.246462,-2.931735,4
1872,Right,82.36021,2005.306227,5.63554,74.76208,0.46529,5.72174,-0.736163,-2.911602,228.635331,2.82115,-24.83332,16.95973,17.63237,2.87948,1.57617,-5.409577,0.239303,0
1873,Right,83.53195,1982.205376,5.71776,76.0151,0.461694,5.45826,-2.717997,-3.991034,225.314187,2.6936,-23.01997,18.12973,16.88481,1.24717,0.35883,-7.022166,-0.992497,0
1874,Right,83.32126,1978.011967,5.57673,75.50305,0.463516,5.39025,-0.872671,-4.112243,220.812097,2.89243,-22.8536,18.62135,14.83454,2.8522,0.26789,-5.165729,-1.483797,0
1875,Right,73.34436,1625.970342,5.43674,67.18113,0.524138,5.53016,-0.648616,-3.904713,236.577047,2.97463,-42.98089,10.05237,12.54658,1.24725,0.36443,-8.54279,-1.672108,2
1876,Right,81.70263,2077.156361,5.58282,73.81713,0.473384,5.43591,-1.008618,-3.428043,232.434422,2.83603,-30.29076,12.96898,14.81359,2.1123,0.85653,-6.638459,-0.795923,0
1877,Right,67.6061,1830.035478,5.41537,61.74862,0.57202,5.36935,3.759468,-2.964568,42.004913,2.74832,-69.50043,-6.33504,-7.58024,3.15833,-0.66542,-8.880585,-4.307373,4
1878,Right,67.42339,1903.681654,5.41684,61.64619,0.574052,5.22316,2.436339,-0.877974,68.814965,2.97898,-64.54539,-0.93043,-7.91323,2.33023,1.49405,-9.304983,-2.281448,1
1879,Right,82.07271,1921.947701,5.59818,74.53703,0.467619,5.79653,-1.840514,-4.713955,219.088964,2.6618,-26.141,16.0715,11.85379,1.70143,-0.74495,-6.738949,-2.599958,0
1880,Right,82.61908,2001.188339,5.65667,74.08722,0.467629,5.81742,-2.031155,-4.671283,244.96929,2.56858,-31.28014,10.93422,19.8419,1.15438,-0.13082,-7.877484,-1.125353,0
1881,Right,86.85347,2213.141386,5.44201,79.02512,0.43554,6.34763,-1.255598,-1.999408,219.897611,2.04645,-23.2423,13.37721,10.15623,2.34846,1.05156,-5.659434,-0.161138,0
1882,Right,86.10746,2281.47194,5.44906,77.72423,0.441764,6.20955,-0.922974,-1.8673,196.159831,2.1938,-16.3543,21.31942,5.79024,3.23384,0.95232,-4.102472,-0.822671,0
1883,Right,71.31864,2499.353348,5.39076,63.91049,0.544939,5.47247,2.882689,-0.671684,85.876319,2.21848,-56.46428,0.86185,-18.63694,3.38548,0.03682,-7.52335,-3.987826,1
1884,Right,75.97499,2589.624224,5.38579,68.62667,0.509588,5.54536,0.651248,-1.530226,83.535171,2.21821,-50.53113,-0.40134,-19.96737,1.78372,-0.87611,-8.619022,-5.091028,1
1885,Right,70.6198,2532.275093,5.3571,62.85723,0.551484,5.56174,4.210784,-0.102395,65.81507,2.26567,-65.10448,-6.39296,-19.48099,3.87271,0.54659,-7.781719,-3.573286,4
1886,Right,87.94862,2247.909713,5.38316,79.69149,0.430966,6.41394,-2.282207,-3.126801,196.530107,2.02824,-17.32151,18.533,5.12674,1.83728,-0.42205,-5.619683,-2.199591,0
1887,Right,82.05717,1932.94737,5.77078,74.622,0.469946,5.43898,-1.318737,-2.735769,247.894847,2.562,-33.30541,9.32827,19.31914,1.75887,1.60826,-7.459726,0.703339,0
1888,Right,82.94461,2060.124592,5.79364,74.61063,0.467332,5.33877,1.104196,-3.906513,205.438151,2.67872,-22.02879,20.13194,8.8606,4.99633,-0.2534,-3.06417,-2.339131,0
1889,Right,81.16884,1958.290889,5.69189,73.3974,0.476755,5.42799,-2.315455,-3.710746,199.857966,2.74666,-21.47678,22.40139,7.51158,1.72783,-0.10763,-6.375453,-2.378422,0
1890,Right,82.22474,1895.03127,5.63284,73.98096,0.469189,5.65974,0.058968,-4.853742,230.495043,2.69312,-26.85875,15.63772,17.07568,3.4498,-0.42101,-4.992314,-1.817618,0
